20190626 15:58:49;nieuws;mwage;DELETE1 Het nieuwsbericht met id 14 is verwijderd uit tabel nieuws
20191129 14:29:45;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:29:46;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:29:46;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:29:46;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:29:46;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:29:46;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:31:44;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:31:44;index;demo2;Totaal aantal rijen uit de select-query: 1
20191129 14:31:44;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:31:44;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:31:44;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:31:44;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:31:44;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:31:44;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:31:44;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:31:44;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:31:44;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:31:44;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:31:44;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:31:44;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:31:44;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:31:44;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:31:44;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:31:44;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:31:44;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:31:44;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:32:01;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:32:01;index;demo2;Totaal aantal rijen uit de select-query: 1
20191129 14:32:01;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:32:01;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:32:01;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:32:01;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:32:01;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:32:01;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:32:01;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:32:01;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:32:01;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:32:01;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:32:01;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:32:01;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:32:01;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:32:01;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:32:01;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:32:01;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:32:01;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:32:01;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:25;index;demo2;Totaal aantal rijen uit de select-query: 1
20191129 14:35:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:26;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:26;index;demo2;Totaal aantal rijen uit de select-query: 1
20191129 14:35:26;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:26;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:26;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:26;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:26;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:26;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:26;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:26;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:26;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:26;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:26;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:26;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:26;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:26;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:26;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:26;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:26;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:26;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 14:35:29;logout;demo2;User is succesvol uitgelogd
20191129 14:35:37;login;mwage;User mwage is succesvol ingelogd.
20191129 14:35:37;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:37;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:37;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:37;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:37;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:37;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:37;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:37;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:37;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:37;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:37;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:37;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:37;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:37;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:37;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:37;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:37;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:37;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:37;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:37;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:47;uren;mwage;UPDWEEK 001 Op refresh gedrukt POST(week): 201948
20191129 14:35:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 14:35:47;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 14:35:47;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 15:52:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 15:52:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 15:52:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 15:52:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 15:52:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 15:52:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 15:52:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 15:52:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 15:52:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 15:52:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 15:52:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 15:52:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 15:52:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 15:52:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 15:52:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 15:52:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 15:52:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 15:52:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 15:52:06;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 15:52:06;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:16:53;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:16:53;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:16:53;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:16:53;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:16:53;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:16:53;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:16:53;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:16:53;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:16:53;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:16:53;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:16:53;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:16:53;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:16:53;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:16:53;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:16:53;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:16:53;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:16:53;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:16:53;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:16:53;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:16:53;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:17:07;logout;mwage;User is succesvol uitgelogd
20191129 16:17:12;login;demo2;User demo2 is succesvol ingelogd.
20191129 16:17:12;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:12;index;demo2;Totaal aantal rijen uit de select-query: 1
20191129 16:17:12;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:12;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:12;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:12;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:12;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:12;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:12;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:12;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:12;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:12;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:12;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:12;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:12;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:12;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:12;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:12;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:12;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:12;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:21;uren;demo2;UPDWEEK 001 Op refresh gedrukt POST(week): 201948
20191129 16:17:21;uren;demo2;BTNSAVE Controle of er al gegevens van jaar 2019 en week 48 zijn
20191129 16:17:21;uren;demo2;BTNSAVE Query: SELECT * FROM uren where user='demo2' AND week='48' AND jaar='2019'
20191129 16:17:21;uren;demo2;BTNSAVE Records worden verwijderd van jaar 2019 en week 48 voor het updaten van de betreffende week
20191129 16:17:21;uren;demo2;BTNSAVE Query: DELETE FROM uren where user='demo2' AND week='48' AND jaar='2019'
20191129 16:17:21;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 48 voor het updaten van de betreffende week
20191129 16:17:21;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '48', '0', 'MIR000UU', '2019-11-25', '8.00', 'demo2')
20191129 16:17:21;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 48 voor het updaten van de betreffende week
20191129 16:17:21;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '48', '1', 'MIR000UU', '2019-11-26', '4.00', 'demo2')
20191129 16:17:21;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 48 voor het updaten van de betreffende week
20191129 16:17:21;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '48', '2', 'MIR000UU', '2019-11-27', '5.00', 'demo2')
20191129 16:17:21;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 48 voor het updaten van de betreffende week
20191129 16:17:21;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '48', '3', 'MIR000UU', '2019-11-28', '8.00', 'demo2')
20191129 16:17:21;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 48 voor het updaten van de betreffende week
20191129 16:17:21;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '48', '4', 'MIR000UU', '2019-11-29', '8.00', 'demo2')
20191129 16:17:21;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 48 voor het updaten van de betreffende week
20191129 16:17:21;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '48', '1', 'MIR010CU', '2019-11-26', '5.00', 'demo2')
20191129 16:17:21;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 48 voor het updaten van de betreffende week
20191129 16:17:21;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '48', '2', 'MIR010CU', '2019-11-27', '3.00', 'demo2')
20191129 16:17:21;uren;demo2;APPROVAL Week 2019 /  48 is aangeboden om approved te worden
20191129 16:17:21;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:21;index;demo2;Totaal aantal rijen uit de select-query: 1
20191129 16:17:21;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:21;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:21;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:21;index;demo2;Totaal aantal rijen uit de select-query: 0
